PG.ProteinGroups,HYE mix A,HYE mix B
P62191,21,21
P62195,20,20
P62241,10,10
P62244,7,7
P62249,8,8
P62253,7,7
P62256,4,4
P62258,18,18
P62263,7,7
P62266,3,3
P62269,10,10
P62273,2,2
P62277,8,8
P62280,14,14
P62304,3,3
P62306,5,5
P62310,3,3
P62312,5,5
P62314,4,4
P62316,8,8
P62318,4,4
P62328,3,3
P62330,6,6
P62333,17,17
P62341,3,3
P62380,2,2
P62399,14,14
P62424,14,14
P62487,5,5
P62491,8,8
P62495,19,19
P62517,7,8
P62552,2,3
P62554,3,3
P62556,9,11
P62558,11,11
P62615,2,2
P62617,5,6
P62620,17,17
P62623,4,5
P62633,5,5
P62701,19,19
P62707,12,12
P62714,12,12
P62745,2,2
P62750,8,8
P62753,6,6
P62768,8,8
P62805,9,9
P62820,4,4
P62826,4,4
P62829,9,9
P62834,3,3
P62841,5,5
P62847,3,3
P62851,5,5
P62857,2,2
P62873,4,4
P62875,2,2
P62879,11,11
P62888,5,5
P62899,6,6
P62906,8,8
P62910,9,9
P62913,7,7
P62917,10,10
P62937,11,11
P62942,6,6
P62979,7,7
P62993,11,11
P62995,9,9
P63000,2,2
P63010,22,22
P63020,7,7
P63092;Q5JWF2,12,12
P63096,6,6
P63098,6,6
P63104,12,12
P63151,18,18
P63165,4,4
P63173,4,4
P63208,13,13
P63218,2,2
P63220,4,4
P63224,12,12
P63228,5,6
P63241,11,11
P63244,16,17
P63261,27,27
P63272,3,3
P63279,8,8
P63284,43,43
P63386,7,7
P63389,7,11
P63417,6,6
P63883,2,5
P64429,5,5
P64451,11,11
P64467,3,3
P64483,4,4
P64490,2,2
P64506,3,3
P64534,3,3
P64540,4,4
P64554,5,6
P64581,2,2
P64596,8,8
P64602,3,4
P64604,6,6
P64612,4,6
P64624,2,4
P65294,2,2
P65367,3,4
P65556,4,4
P65870,5,6
P66948,2,5
P67080,7,7
P67087,8,8
P67095,3,3
P67603,5,5
P67660,3,3
P67809,17,17
P67812,5,5
P67870,7,7
P67910,16,17
P67936,6,6
P68032,9,9
P68036,7,7
P68066,9,9
P68104,30,30
P68183,2,2
P68187,13,14
P68366,6,6
P68371,27,27
P68400,16,16
P68402,4,4
P68679,6,6
P68688,4,4
P68699,2,2
P68767,14,14
P68919,6,6
P69054,3,3
P69222,3,3
P69228,10,10
P69411,5,5
P69425,5,5
P69428,2,2
P69441,9,10
P69451,5,7
P69503,6,6
P69771,8,8
P69776,2,2
P69783,9,9
P69786,10,10
P69797,14,14
P69805,4,4
P69811,11,11
P69828,7,7
P69829,6,8
P69856,3,3
P69874,8,8
P69905,6,6
P69922,8,11
P69924,14,14
P75691,8,9
P75694,2,2
P75736,5,5
P75777,3,5
P75780,4,7
P75809,4,4
P75818,6,6
P75823,9,9
P75829,2,3
P75838,14,14
P75849,7,7
P75863,9,11
P75864,12,15
P75867,3,4
P75874,3,5
P75876,6,9
P75913,13,13
P75914,8,8
P75915,4,4
P75933,2,2
P75936,3,3
P75937,10,10
P75938,4,4
P75949,10,11
P75957,3,3
P75960,5,7
P76002,2,2
P76010,11,12
P76014,6,6
P76015,6,6
P76027,8,9
P76034,8,9
P76055,8,9
P76062,3,3
P76085,2,2
P76108,10,13
P76116,11,11
P76172,2,2
P76177,17,17
P76187,5,5
P76206,8,8
P76231,2,3
P76243,2,3
P76251,3,5
P76256,4,4
P76268,14,15
P76270,7,8
P76290,7,9
P76291,7,7
P76298,7,9
P76308,2,2
P76316,5,6
P76346,5,6
P76372,13,13
P76403,9,9
P76503,6,7
P76506,7,7
P76535,4,4
P76536,9,9
P76537,5,5
P76550,9,8
P76558,36,39
P76569,7,7
P76576,10,10
P76621,13,15
P76658,19,20
P77150,2,5
P77173,7,8
P77202,8,9
P77247,7,8
P77252,5,7
P77258,8,9
P77285,3,4
P77318,14,14
P77330,3,3
P77348,15,16
P77395,11,11
P77433,5,5
P77475,3,4
P77488,10,12
P77499,6,7
P77552,7,8
P77569,7,7
P77581,14,15
P77609,5,5
P77611,7,7
P77674,4,5
P77695,4,4
P77717,4,5
P77718,15,15
P77735,10,11
P77737,11,12
P77747,3,3
P77748,4,7
P77754,3,4
P77756,5,5
P77774,15,15
P77791,4,5
P77804,22,26
P77808,4,6
P78061,3,3
P78067,4,5
P78310,6,6
P78316,18,18
P78318,12,12
P78330,7,8
P78332,14,14
P78337,2,2
P78344,39,40
P78345,11,11
P78346,11,11
P78347,39,39
P78356,9,9
P78357,12,11
P78362,10,10
P78371,29,29
P78406,14,14
P78417,15,15
P78527,180,180
P78536,5,5
P78537,4,4
P78549,5,5
P78559,7,7
P78560,2,2
P80210,17,17
P80217,3,3
P80235,11,10
P80303,13,13
P80428,6,6
P80667,3,3
P80723,15,15
P80967,2,2
P81449,2,2
P81450,2,2
P81605,2,2
P82094,13,13
P82650,15,15
P82663,5,5
P82664,5,5
P82673,9,9
P82675,11,11
P82909,5,5
P82912,4,4
P82914,6,6
P82921,3,3
P82930,12,12
P82932,5,5
P82933,16,16
P82970,8,8
P82979,6,6
P83111,11,11
P83369,2,2
P83436,11,12
P83731,5,5
P83876,6,6
P83881,5,5
P83916,5,5
P84022,7,7
P84077,13,13
P84085,6,6
P84090,4,4
P84095,7,7
P84098,5,5
P84101,2,2
P84103,7,7
P84157,4,4
P85037,11,11
P86790;P86791,9,9
P87108,5,5
P89102,7,7
P89105,12,10
P89886,5,5
P98082,17,16
P98160,15,15
P98170,9,9
P98173,2,2
P98175,19,19
P98179,5,5
P98194,14,14
P99999,6,6
Q00042,4,5
Q00055,11,11
Q00059,9,9
Q00169,9,9
Q00245,5,5
Q00246,2,0
Q00325,12,12
Q00341,49,49
Q00362,4,4
Q00402,18,18
Q00403,13,13
Q00526,3,3
Q00534,13,13
Q00535,12,12
Q00536,3,3
Q00539,2,2
Q00577,7,7
Q00587,6,6
Q00610,64,64
Q00613,6,7
Q00618,2,0
Q00653,5,5
Q00684,3,3
Q00688,8,8
Q00711,20,20
Q00764,17,17
Q00765,4,4
Q00772,9,9
Q00796,16,16
Q00816,24,24
Q00839,31,31
Q00873,3,2
Q00955,82,81
Q01080,10,10
Q01082,125,125
Q01085,8,8
Q01105,6,6
Q01130,4,4
Q01159,2,2
Q01163,3,2
Q01167,4,4
Q01196,2,2
Q01217,21,21
Q01329,7,6
Q01415,4,4
Q01433,17,17
Q01454,5,5
Q01469,7,7
Q01476,19,18
Q01477,15,15
Q01518,21,21
Q01519,5,5
Q01532,15,15
Q01560,13,13
Q01574,23,23
Q01581,15,15
Q01590,6,6
Q01628,2,2
Q01650,9,9
Q01658,4,4
Q01662,11,11
Q01664,2,2
Q01722,5,4
Q01780,38,38
Q01802,3,3
Q01804,5,5
Q01813,29,29
Q01831,4,4
Q01844,6,6
Q01852,19,19
Q01855,4,4
Q01939,18,18
Q01968,14,14
Q01970,33,33
Q01976,6,6
Q01995,17,17
Q02040,11,11
Q02046,14,12
Q02100,2,0
Q02127,11,11
Q02159,4,4
Q02199,4,4
Q02201,3,3
Q02204,8,8
Q02205,4,4
Q02206,3,3
Q02207,13,12
Q02218,42,43
Q02241,25,24
Q02252,6,6
Q02256,5,5
Q02326,5,5
Q02338,3,3
Q02354,8,7
Q02388,36,38
Q02413,5,5
Q02447,4,4
Q02455,28,26
Q02457,2,2
Q02486,7,7
Q02516,3,3
Q02539,3,3
Q02543,8,8
Q02629,4,4
Q02630,10,9
Q02642,6,6
Q02647,2,2
Q02750,12,13
Q02753,7,7
Q02772,4,4
Q02776,14,13
Q02784,7,7
Q02785,19,19
Q02790,31,31
Q02792,15,15
Q02793,2,2
Q02795,2,2
Q02805,3,2
Q02809,29,30
Q02818,22,22
Q02821,9,9
Q02875,16,13
Q02878,14,14
Q02880,46,46
Q02884,6,6
Q02892,3,3
Q02896,2,2
Q02908,11,11
Q02931,16,15
Q02932,2,0
Q02933,6,6
Q02948,4,3
Q02952,62,62
Q02959,4,4
Q02969,5,5
Q02978,14,14
Q03001,141,142
Q03013,5,5
Q03016,6,6
Q03028,7,6
Q03048,6,6
Q03063,11,10
Q03071,2,2
Q03088,9,9
Q03102,9,9
Q03103,14,14
Q03104,18,18
Q03111,3,3
Q03124,4,4
Q03135,7,7
Q03154,8,8
Q03161,15,15
Q03164,6,6
Q03169,13,13
Q03177,2,2
Q03188,6,6
Q03195,19,19
Q03201,4,4
Q03219,4,4
Q03252,32,33
Q03262,4,4
Q03264,3,3
Q03280,4,4
Q03281,5,5
Q03305,4,4
Q03322,2,2
Q03323,4,4
Q03327,2,2
Q03337,7,7
Q03390,3,3
Q03429,3,3
Q03430,4,4
Q03435,3,3
Q03468,7,7
Q03496,3,3
Q03497,13,12
Q03516,5,3
Q03518,7,6
Q03519,11,11
Q03525,2,2
Q03529,7,7
Q03532,16,16
Q03558,20,20
Q03559,4,4
Q03629,6,6
Q03640,23,21
Q03653,5,5
Q03655,13,13
Q03661,14,14
Q03667,2,2
Q03677,6,6
Q03690,48,48
Q03701,30,30
Q03707,10,10
Q03713,4,4
Q03735,2,2
Q03758,2,2
Q03759,3,0
Q03761,13,13
Q03768,9,9
Q03769,7,6
Q03771,4,4
Q03774,9,9
Q03780,6,6
Q03790,2,0
Q03798,5,5
Q03799,3,3
Q03833,4,4
Q03834,6,6
Q03835,6,6
Q03862,16,16
Q03940,14,14
Q03973,4,4
Q03976,6,6
Q04007,5,5
Q04013,7,7
Q04031,2,2
Q04062,15,15
Q04067,10,10
Q04080,6,6
Q04119,10,9
Q04149,2,2
Q04170,2,0
Q04172,4,4
Q04175,17,17
Q04177,3,3
Q04178,13,13
Q04201,3,3
Q04206,14,14
Q04212,3,3
Q04213,2,0
Q04217,11,9
Q04223,3,3
Q04225,14,14
Q04226,2,2
Q04279,14,14
Q04304,4,4
Q04305,5,5
Q04322,7,7
Q04323,10,10
Q04336,3,2
Q04338,6,5
Q04344,5,5
Q04371,13,12
Q04372,6,6
Q04373,13,13
Q04401,2,2
Q04409,16,16
Q04410,3,3
Q04418,6,6
Q04430,4,4
Q04432,9,9
Q04438,3,3
Q04439,11,11
Q04446,27,27
Q04458,11,11
Q04491,14,14
Q04493,5,5
Q04500,3,3
Q04599,9,9
Q04602,6,5
Q04603,5,5
Q04632,4,4
Q04636,18,18
Q04637,49,48
Q04651,3,3
Q04656,6,6
Q04660,22,22
Q04693,2,0
Q04695,23,23
Q04697,13,13
Q04721,26,26
Q04725,5,5
Q04726,9,9
Q04728,13,13
Q04739,2,0
Q04760,10,10
Q04767,4,4
Q04773,6,6
Q04779,3,3
Q04781,3,3
Q04837,7,7
Q04864,7,7
Q04869,12,10
Q04894,10,10
Q04917,9,9
Q04934,7,6
Q04935,7,7
Q04947,12,12
Q04951,6,6
Q04964,2,2
Q04969,2,2
Q04991,2,2
Q05015,2,0
Q05016,13,13
Q05021,2,2
Q05022,52,52
Q05027,6,6
Q05029,6,6
Q05040,6,6
Q05048,12,12
Q05050,31,31
Q05086,12,12
Q05123,7,6
Q05166,2,2
Q05193,8,8
Q05209,18,18
Q05359,6,5
Q05397,14,14
Q05506,40,40
Q05515,15,14
Q05518,12,12
Q05519,6,6
Q05543,11,10
Q05567,17,17
Q05580,6,6
Q05584,8,8
Q05636,3,3
Q05639,8,8
Q05655,5,5
Q05670,2,2
Q05682,27,27
Q05775,10,10
Q05778,4,4
Q05785,8,8
Q05809,3,3
Q05812,12,12
Q05874,3,3
Q05881,4,4
Q05905,13,13
Q05911,27,26
Q05926,2,2
Q05931,8,6
Q05932,8,9
Q05933,5,5
Q05942,6,6
Q05946,4,4
Q05948,6,6
Q05979,8,8
Q05D32,10,10
Q06010,12,12
Q06011,2,2
Q06053,9,9
Q06078,10,10
Q06103,15,15
Q06106,9,9
Q06108,3,3
Q06124,22,22
Q06136,6,6
Q06137,2,2
Q06142,15,14
Q06144,3,3
Q06146,14,14
Q06151,18,18
Q06168,4,4
Q06169,7,7
Q06177,4,4
Q06178,4,4
Q06203,16,16
Q06205,6,6
Q06210,21,21
Q06213,2,0
Q06214,6,6
Q06218,7,7
Q06252,5,5
Q06263,4,4
Q06265,9,9
Q06287,6,5
Q06315,3,3
Q06323,14,14
Q06330,6,6
Q06336,12,12
Q06338,4,4
Q06344,13,13
Q06385,8,8
Q06389,3,3
Q06405,2,2
Q06406,4,4
Q06407,3,3
Q06408,17,17
Q06440,25,25
Q06449,7,7
Q06451,3,3
Q06488,6,6
Q06489,9,9
Q06493,6,6
Q06494,7,7
Q06497,2,2
Q06504,2,2
Q06505,13,13
Q06506,6,6
Q06508,3,0
Q06511,4,4
Q06512,3,3
Q06523,24,23
Q06546,7,7
Q06580,3,3
Q06587,7,7
Q06608,3,3
Q06624,3,3
Q06630,2,0
Q06631,18,18
Q06632,2,0
Q06639,2,0
Q06651,2,2
Q06668,4,4
Q06677,9,9
Q06678,2,2
Q06679,12,12
Q06682,10,10
Q06685,21,20
Q06686,4,4
Q06697,4,4
Q06698,3,3
Q06704,26,24
Q06705,9,9
Q06706,21,21
Q06708,5,5
Q06709,6,5
Q06787,11,11
Q06830,19,19
Q06833,10,10
Q06839,3,3
Q06892,4,4
Q07020,7,7
Q07021,9,9
Q07065,30,30
Q07157,56,56
Q07349,2,0
Q07362,7,7
Q07381,9,9
Q07418,12,12
Q07451,7,7
Q07457,5,5
Q07478,17,17
Q07505,7,7
Q07527,18,16
Q07528,4,4
Q07540,3,3
Q07541,3,3
Q07551,12,12
Q07589,3,3
Q07617,2,2
Q07622,2,2
Q07623,6,6
Q07648,3,3
Q07653,17,16
Q07657,15,14
Q07666,9,9
Q07688,6,6
Q07716,5,4
Q07791,5,5
Q07800,3,3
Q07807,13,13
Q07812,8,8
Q07817,3,3
Q07824,3,3
Q07825,9,9
Q07844,12,11
Q07864,20,20
Q07866,17,17
Q07878,16,14
Q07896,10,10
Q07897,6,6
Q07914,2,0
Q07938,2,2
Q07953,3,3
Q07954,39,40
Q07955,13,13
Q07960,17,17
Q07979,7,6
Q08096,6,5
Q08117,3,3
Q08144,6,6
Q08162,13,12
Q08170,3,3
Q08179,18,18
Q08193,7,7
Q08199,8,8
Q08202,7,7
Q08208,7,7
Q08209,12,12
Q08211,49,49
Q08217,4,3
Q08220,10,10
Q08223,2,0
Q08225,17,15
Q08229,9,9
Q08230,4,4
Q08235,5,5
Q08245,7,7
Q08257,14,14
Q08273,3,3
Q08278,2,0
Q08287,4,4
Q08378,33,33
Q08379,26,26
Q08380,13,13
Q08412,18,18
Q08421,12,12
Q08422,2,0
Q08438,3,3
Q08446,14,14
Q08491,2,2
Q08492,4,4
Q08499,12,12
Q08548,3,3
Q08581,28,28
Q08601,8,8
Q08623,4,4
Q08641,16,16
Q08645,7,7
Q08647,14,13
Q08686,13,13
Q08722,3,3
Q08723,17,17
Q08726,3,3
Q08732,7,7
Q08742,3,3
Q08746,6,6
Q08752,17,17
Q08754,4,4
Q08816,4,4
Q08818,9,9
Q08822,12,12
Q08826,4,4
Q08920,4,4
Q08921,8,7
Q08923,2,2
Q08924,11,11
Q08925,5,5
Q08926,8,7
Q08945,21,21
Q08951,15,15
Q08954,6,6
Q08959,5,5
Q08962,5,5
Q08963,3,3
Q08965,9,9
Q08971,9,9
Q08972,37,36
Q08977,22,22
Q08979,10,10
Q08985,10,10
Q08AD1,23,23
Q08AF3,9,9
Q08AM6,12,11
Q08J23,48,48
Q09028,12,12
Q09161,21,21
Q09472,13,13
Q09666,261,261
Q0JRZ9,3,3
Q0PNE2,5,5
Q0VDF9,12,12
Q0VDG4,8,8
Q0ZGT2,9,9
Q10469,8,8
Q10471,27,27
Q10472,19,20
Q10567,32,32
Q10570,28,28
Q10589,4,4
Q10713,19,19
Q10740,18,17
Q12000,6,6
Q12009,5,5
Q12010,3,3
Q12015,2,2
Q12018,17,17
Q12019,11,11
Q12024,9,9
Q12025,3,3
Q12028,2,0
Q12029,7,7
Q12030,3,2
Q12031,5,5
Q12032,10,10
Q12034,4,4
Q12040,4,3
Q12044,14,14
Q12055,5,5
Q12057,2,0
Q12068,16,16
Q12074,13,13
Q12080,3,2
Q12091,8,8
Q12099,2,2
Q12100,3,3
Q12108,3,2
Q12109,18,19
Q12114,15,15
Q12117,3,3
Q12118,20,20
Q12122,19,19
Q12123,6,5
Q12125,7,7
Q12136,16,16
Q12149,6,6
Q12154,13,13
Q12158,3,2
Q12159,12,12
Q12160,2,2
Q12163,4,4
Q12164,7,7
Q12165,3,3
Q12166,4,4
Q12168,2,2
Q12176,19,19
Q12177,6,6
Q12178,5,5
Q12181,3,2
Q12184,2,2
Q12189,10,10
Q12191,7,7
Q12207,4,4
Q12211,9,8
Q12213,15,15
Q12220,12,10
Q12230,14,14
Q12233,4,4
Q12234,11,11
Q12241,3,3
Q12242,5,5
Q12250,15,15
Q12263,19,17
Q12265,11,11
Q12267,3,3
Q12270,2,2
Q12271,15,13
Q12277,2,2
Q12285,6,6
Q12287,2,2
Q12296,9,7
Q12298,4,4
Q12305,10,10
Q12306,4,4
Q12314,11,11
Q12321,2,2
Q12328,2,0
Q12329,6,6
Q12331,9,7
Q12335,7,7
Q12341,4,4
Q12343,2,2
Q12344,15,14
Q12349,4,4
Q12354,2,2
Q12355,6,5
Q12363,16,16
Q12373,2,2
Q12374,3,3
Q12377,12,12
Q12382,2,2
Q12386,5,5
Q12387,7,7
Q12389,12,12
Q12400,3,2
Q12402,2,2
Q12404,8,7
Q12406,6,5
Q12408,2,2
Q12427,10,9
Q12428,17,17
Q12429,2,2
Q12432,3,3
Q12434,7,7
Q12438,3,3
Q12443,10,10
Q12446,5,5
Q12447,7,7
Q12449,13,12
Q12450,2,2
Q12451,2,2
Q12452,10,10
Q12453,12,12
Q12458,15,15
Q12460,24,24
Q12462,5,5
Q12464,18,18
Q12466,12,12
Q12480,6,6
Q12481,2,2
Q12486,3,3
Q12489,2,2
Q12494,3,2
Q12496,20,19
Q12497,3,3
Q12498,3,2
Q12499,16,16
Q12500,6,6
Q12504,4,3
Q12513,8,8
Q12514,12,11
Q12515,6,6
Q12517,2,2
Q12518,9,9
Q12522,6,6
Q12523,5,4
Q12527,3,3
Q12532,18,18
Q12680,36,36
Q12692,2,2
Q12743,2,2
Q12746,7,7
Q12753,7,7
Q12754,20,19
Q12765,15,15
Q12768,30,30
Q12769,36,36
Q12788,25,25
Q12789,37,37
Q12792,14,14
Q12797,27,27
Q12800,6,5
Q12802,51,50
Q12805,2,2
Q12824,11,11
Q12830,21,21
Q12834,6,6
Q12841,6,6
Q12846,7,7
Q12849,16,16
Q12857,2,0
Q12872,5,4
Q12873,18,18
Q12874,16,17
Q12888,55,55
Q12893,6,6
Q12894,3,3
Q12899,8,8
Q12904,14,14
Q12905,15,15
Q12906,38,38
Q12907,14,14
Q12913,18,18
Q12929,10,9
Q12931,30,30
Q12933,4,4
Q12959,12,12
Q12962,3,3
Q12965,40,40
Q12972,10,10
Q12979,13,13
Q12981,3,3
Q12982,3,3
Q12986,9,9
Q12996,17,17
Q13011,11,11
Q13015,4,4
Q13017,8,8
Q13033,13,13
Q13042,13,13
Q13043,2,2
Q13045,38,39
Q13049,6,6
Q13057,13,13
Q13084,7,7
Q13085,63,63
Q13098,16,16
Q13107,10,10
Q13111,12,12
Q13112,11,11
Q13123,19,19
Q13126,16,16
Q13131,14,14
Q13136,19,19
Q13137,4,4
Q13144,7,6
Q13148,15,15
Q13151,6,6
Q13153,4,4
Q13155,8,8
Q13158,4,4
Q13162,12,12
Q13177,21,21
Q13185,8,8
Q13188,9,9
Q13190,8,8
Q13191,3,3
Q13200,49,49
Q13206,15,16
Q13217,13,13
Q13228,25,25
Q13232,5,5
Q13242,13,13
Q13243,7,7
Q13247,8,8
Q13257,6,6
Q13263,24,24
Q13283,17,17
Q13286,2,2
Q13287,6,6
Q13303,7,7
Q13308,10,10
Q13309,7,7
Q13310,18,18
Q13315,10,10
Q13322,6,7
Q13325,5,5
Q13330,19,19
Q13347,20,20
Q13356,7,7
Q13362,12,12
Q13363,12,12
Q13370,5,5
Q13371,6,6
Q13404,9,9
Q13405,5,5
Q13409,17,17
Q13416,11,11
Q13418,19,19
Q13421,5,5
Q13423,36,36
Q13425,14,14
Q13426,6,6
Q13427,6,6
Q13428,28,29
Q13433,4,4
Q13435,36,36
Q13438,5,5
Q13439,34,34
Q13442,5,5
Q13443,19,19
Q13444,5,6
Q13445,4,4
Q13451,16,15
Q13454,4,4
Q13459,10,10
Q13464,21,21
Q13472,9,9
Q13485,11,11
Q13488,7,7
Q13492,17,17
Q13496,3,3
Q13501,13,13
Q13503,3,3
Q13505,8,8
Q13509,6,6
Q13510,9,9
Q13523,15,15
Q13526,7,7
Q13535,13,13
Q13541,2,2
Q13546,10,10
Q13547,13,13
Q13555,8,8
Q13557,13,13
Q13561,18,18
Q13564,18,18
Q13569,2,2
Q13572,4,4
Q13573,19,19
Q13576,21,21
Q13586,7,7
Q13595,7,7
Q13596,18,18
Q13601,6,6
Q13608,2,2
Q13610,12,12
Q13613,14,14
Q13614,15,15
Q13616,25,25
Q13617,24,24
Q13618,25,25
Q13619,28,28
Q13620,40,40
Q13625,8,8
Q13630,8,8
Q13636,9,9
Q13637,14,14
Q13641,5,6
Q13642,10,10
Q13643,11,11
Q13671,12,12
Q13685,8,8
Q13724,19,19
Q13740,19,19
Q13751,11,9
Q13769,10,10
Q13813,136,136
Q13823,21,21
Q13838,20,20
Q13867,8,8
Q13868,9,9
Q13885,6,6
Q13887,2,2
Q13888;Q6P1K8,8,8
Q13895,15,15
Q13907,7,7
Q13948,11,10
Q13951,5,5
Q13952,3,3
Q14004,9,9
Q14008,68,69
Q14011,5,5
Q14012,5,5
Q14019,10,10
Q14103,11,11
Q14108,9,9
Q14116,8,8
Q14118,15,15
Q14119,2,2
Q14126,23,23
Q14137,21,21
Q14139,13,12
Q14141,4,4
Q14146,14,14
Q14147,7,7
Q14149,6,6
Q14151,27,27
Q14152,65,65
Q14155,14,14
Q14156,4,4
Q14157,24,24
Q14160,39,39
Q14161,8,8
Q14165,8,8
Q14166,24,24
Q14181,10,10
Q14185,9,9
Q14192,16,16
Q14194,4,5
Q14195,26,26
Q14197,6,6
Q14202,5,5
Q14203,41,41
Q14204,217,218
Q14232,13,13
Q14240,8,8
Q14241,12,12
Q14244,14,14
Q14247,21,21
Q14249,5,5
Q14254,14,14
Q14257,12,12
Q14258,23,23
Q14315,88,88
Q14318,10,10
Q14320,13,13
Q14331,12,12
Q14332,3,3
Q14344,12,12
Q14376,9,9
Q14432,25,25
Q14435,6,6
Q14444,22,22
Q14457,3,3
Q14498,14,14
Q14527,12,12
Q14534,5,5
Q14554,10,10
Q14558,12,12
Q14562,27,27
Q14566,38,38
Q14571,18,18
Q14573,52,52
Q14643,18,18
Q14651,6,6
Q14653,3,3
Q14657,2,2
Q14669,35,35
Q14671,23,23
Q14676,33,33
Q14677,17,17
Q14680,7,7
Q14683,49,49
Q14684,28,28
Q14687,2,2
Q14689,3,3
Q14690,50,50
Q14691,4,4
Q14692,30,30
Q14694,19,19
Q14696,11,11
Q14697,47,47
Q14699,5,5
Q14728,6,6
Q14738,14,14
Q14739,11,11
Q14746,8,8
Q14764,36,36
Q14789,85,86
Q14790,9,9
Q147X3,5,5
Q14807,18,18
Q14814,9,9
Q14839,74,75
Q14847,10,10
Q14914,14,14
Q14919,5,5
Q14966,22,22
Q14974,35,36
Q14978,12,12
Q14980,88,88
Q14997,21,21
Q14BN4,8,8
Q14C86,35,35
Q14CX7,18,19
Q14CZ7,2,2
Q15003,23,23
Q15004,6,6
Q15005,8,8
Q15006,8,8
Q15007,10,10
Q15008,28,28
Q15011,3,3
Q15014,9,9
Q15018,12,12
Q15019,19,19
Q15020,32,32
Q15021,47,46
Q15022,7,7
Q15024,12,12
Q15025,2,0
Q15029,46,46
Q15031,21,21
Q15036,9,9
Q15042,28,28
Q15043,6,6
Q15046,25,25
Q15047,8,8
Q15050,9,9
Q15052,3,3
Q15054,9,9
Q15056,11,11
Q15057,5,5
Q15058,31,31
Q15059,9,9
Q15061,15,15
Q15067,19,19
Q15070,9,9
Q15075,44,44
Q15084,14,14
Q15102,5,5
Q15121,6,6
Q15125,2,2
Q15126,10,10
Q15147,4,4
Q15149,278,278
Q15154,20,20
Q15155,2,2
Q15165,10,10
Q15172,5,5
Q15181,17,17
Q15185,7,7
Q15208,7,7
Q15233,25,25
Q15257,12,12
Q15262,17,17
Q15269,23,23
Q15276,17,17
Q15286,6,6
Q15287,6,6
Q15291,13,13
Q15293,15,15
Q15326,3,3
Q15334,8,8
Q15345,9,8
Q15361,3,3
Q15363,4,4
Q15365,12,12
Q15366,16,16
Q15369,6,6
Q15370,9,9
Q15382,8,8
Q15386,21,21
Q15388,3,3
Q15392,14,14
Q15393,45,45
Q15397,23,23
Q15398,18,17
Q15404,10,10
Q15417,11,11
Q15418,16,16
Q15424,12,12
Q15427,6,6
Q15428,8,8
Q15434,3,3
Q15435,15,15
Q15436,16,16
Q15437,21,21
Q15459,30,30
Q15464,3,3
Q15477,29,29
Q15526,6,6
Q15527,5,5
Q15528,4,4
Q15532,3,3
Q15542,3,3
Q15545,6,6
Q15554,4,4
Q15555,9,9
Q15582,22,23
Q15599,14,14
Q15628,3,3
Q15629,7,7
Q15631,11,11
Q15633,5,4
Q15637,13,13
Q15642,20,20
Q15643,19,19
Q15645,24,24
Q15648,10,10
Q15650,12,12
Q15652,4,5
Q15653,2,2
Q15654,19,19
Q15691,15,15
Q15714,2,2
Q15717,12,12
Q15738,11,11
Q15750,13,13
Q15751,10,10
Q15758,10,10
Q15771,4,4
Q15773,5,5
Q15785,16,16
Q15796,2,2
Q15800,2,2
Q15811,11,11
Q15813,19,19
Q15814,6,6
Q15819,4,4
Q15833,12,12
Q15836,3,3
Q15843,3,4
Q15847,2,2
Q15853,4,4
Q15904,12,12
Q15906,5,5
Q15907,2,2
Q15911,6,6
Q15942,22,22
Q16134,11,11
Q16181,17,17
Q16186,7,7
Q16204,15,15
Q16222,20,20
Q16270,12,12
Q16342,3,3
Q16352,7,7
Q16363,6,6
Q16401,22,22
Q16512,15,15
Q16513,28,28
Q16527,7,7
Q16531,47,47
Q16537,8,8
Q16539,13,13
Q16540,9,9
Q16543,9,9
Q16555,22,22
Q16563,4,4
Q16576,16,16
Q16594,5,5
Q16595,4,4
Q16611,3,3
Q16626,3,3
Q16629,5,5
Q16630,12,12
Q16637,5,5
Q16643,20,20
Q16644,7,7
Q16656,4,4
Q16658,26,26
Q16666,24,24
Q16698,13,13
Q16706,13,15
Q16718,6,6
Q16719,18,18
Q16740,8,8
Q16762,4,4
Q16763,7,7
Q16773,3,3
Q16774,7,7
Q16775,7,7
Q16795,15,15
Q16798,4,4
Q16822,15,15
Q16831,3,3
Q16836,11,11
Q16850,14,14
Q16851,22,22
Q16864,6,6
Q16875,5,5
Q16880,7,7
Q16881,21,21
Q16890,8,8
Q16891,33,33
Q17RY0,6,6
Q17RY6,4,4
Q1ED39,12,12
Q1KMD3,30,30
Q27J81,31,31
Q29RF7,41,41
Q2KHR2,2,2
Q2KHR3,15,14
Q2KHT3,2,2
Q2M2I8,11,11
Q2M389,20,20
Q2M7R5,3,3
Q2NKX8,11,11
Q2NL82,22,22
Q2PZI1,8,8
Q2TAL8,10,10
Q2TAM9,3,3
Q2TAY7,13,14
Q32MZ4,27,27
Q32NB8,3,3
Q32P28,19,19
Q32P41,9,9
Q32P44,11,11
Q32P51,13,13
Q3B726,6,6
Q3B7T1,3,3
Q3E6R5,3,3
Q3E705,3,3
Q3E756,2,2
Q3E764,4,4
Q3E772,2,2
Q3E785,3,3
Q3E795,3,3
Q3E7A4,3,3
Q3E7B6,2,2
Q3E7Z5,4,4
Q3E829,2,0
Q3E833,3,3
Q3E841,4,4
Q3E846,2,2
Q3KQU3,18,18
